,id,standard_spelling_isv,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
1029,21313,Jupiter,Jupiter,,m.sg.,1,Jupiter,,I,Юпитер,Юпітэр,Юпітер,"Jowisz, Jupiter",Jupiter,Jupiter,!Jupiter,Jupiter,Јупитер,Јупитер,Юпитер,!,Jupiter,Jupiter,!Jupitero,5556,!,
1031,32707,kapital,kapital,,m.,1,capital,,I,капитал,капітал,капітал,kapitał,kapitál,kapitál,!glavno mesto,kapital,капитал,капитал,капитал,!,!Hauptstadt,kapitaal,!ĉefurbo,6843,!,
1032,1813,kapja,kapja,,f.,1,drop,,,капля,кропля,крапля,kropla,"kapka, kápě","kvapka, kropaj","!kapljanje, padec","kap, kaplja","капља, кап",капка,капка,!,!fallen,druppel,!faligi,4218,!,
1038,32512,kazino,kazino,,n.,1,casino,,,казино,казіно,казино,kasyno,kasino,kasíno,!casino,"kasino, kockarnica",касино,казино,"казино, игрална зала",!,!Kasino,casino,!kazino,5576,!,
1041,36070,kivi,kivi,,n.indecl.,1,kiwi,v z j,I,киви,ківі,ківі,kiwi,kiwi,"kivi, kiwi",!Kiwi,kivi,киви,киви,киви,!,!Kiwi,kiwi,!kivo,3964,!,
1042,2340,klada,klåda,,f.,1,log,v z j,,"колода, бревно","калода, бервяно",колода,kłoda,kláda,poleno,!dnevnik,klada,клада,клада,дневник,кла́да,!Log,houtblok,!ŝtipo,4128,!,
1043,23431,klavir,klavir,,m.,2,piano,rue cs yu,D,"клавир, фортепиано","клавіры, фартэпіяна",клавір,"pianino, fortepian","klavír, piano","klavír, piano",!klavir,"klavir, glasovir",клавир,"клавир, пијано",пиано,!,!Klavier,piano,!piano,5268,!,
1045,20408,klěšč,klěšč,,m.anim.,1,tick,,,клещ,клешч,кліщ,kleszcz,klíště,kliešť,!tick,krpelj,крпељ,крлеж,кърлеж,!,!Tick,teek,!iksodoj,3321,!,
1049,16951,kod,kod,,m.,1,code,,I,код,код,код,kod,kód,kód,!ob,"kod, šifra, ključ",код,код,код,!,!Code,code,!kodo,8531,!,
1052,4782,koncert,koncert,,m.,1,concert,,I,концерт (выступление),канцэрт (выступленне),концерт (виступ),koncert,koncert (představení),koncert (predstavenie),koncert,koncert,концерт,концерт,"представление, изпълнение, концет",!,!Konzert,concert,!koncerto,6672,!,
1054,15973,kontingent,kontingent,,m.,1,force,,I,контингент,кантынгент,контингент,kontyngent,kontingent,kontingent,!Pogojno,kontingent,контингент,контингент,контингент,!,!Macht,contingent,!forto,5006,!,
1055,4158,kontrabandnik,kontrabandnik,,m.anim.,1,smuggler,,I,контрабандист,кантрабандыст,контрабандист,przemytnik,pašerák,"pašerák, kontrabandier","!bootlegger, tihotapec","švercer, krijumčar","шверцер, кријумчар","шверцер, криумчар, контрабандист",контрабандист,!,!Schmuggler,smokkelaar,!kontrabandisto,2210,!,
1056,358,korab,korab,,m.,1,ship,,,корабль,карабель,корабель,statek,"koráb, loď","koráb, loď","!čoln, ladja, ladja","brod, lađa, korab","брод, лађа, кораб","кораб, брод",кораб,!,!Schiff,schip,!ŝipo,5379,!,
1060,791,krabka,kråbka,,f.,2,box,v cs,,коробка,"каробка, скрынка",коробка,pudło,krabice,krabica,škatla,"kutija, škatulja",кутија,кутија,"кутия, кашон",!,"Kasten, Schachtel",doos,!skatolo,5866,!,
1061,26816,kralica,krålica,,f.,3,queen,j,,королева,каралева,королева,królowa,královna,kráľovná,!kraljica,kraljica,краљица,кралица,кралица,!,Königin,koningin,reĝino,7368,!,
1062,20415,kralik,krålik,,m.anim.,1,rabbit,ru uk z,,кролик,трус,кролик,królik,králík,králik,!zajec,zec,зец,зајак,заек,заѩць,Kaninchen,konijn,kuniklo,6721,!,
1064,1658,kraljeva,kråljeva,,f.,1,queen,,,королева,каралева,королева,królowa,královna,kráľovná,!kraljica,kraljica,краљица,кралица,кралицата,!,Königin,koningin,reĝino,7336,!,
1066,508,krot,krȯt,,m.anim.,1,mole,,,крот,крот,кріт,kret,krtek,krtko,!Krt,"krtica, krt",кртица,крт,кърт,!,Maulwurf,mol,!talpo,5295,!,
1067,880,krug,krųg,,m.,1,circle,,,круг,"кола, круг",коло,krąg,kruh,kruh,!krog,krug,круг,круг,кръг,!,!Kreis,cirkel,!cirklo,7800,!,
1070,8755,kuharka,kuhaŕka,,f.,1,cook,,,"повар, повариха, кухарка",кухарка,кухарка,kucharka,kuchařka,kuchárka,!kuhar,kuharica,куварица,готвачка,готвач,!,!Koch,kokkin,!kuiristo,5206,!,
1071,4415,kvadrat,kvadrat,,m.,1,square,,I,квадрат,квадрат,квадрат,kwadrat,kvadrát,kvadrát,!kvadrat,kvadrat,квадрат,квадрат,квадрат,!,!Quadrat,vierkant,!kvadrato,5904,!,
1073,20407,kyt,kyt,,m.anim.,1,whale,v j,,кит,кіт,кит,wieloryb,"velryba, kytovec","veľryba, kytovec",!kit,kit,кит,кит,кит,!,!Wal,walvis,!balenon,6364,!,
1074,27032,laj,laj,,m.,1,bark,v j,,лай,"брэх, брахня, звяга",гавкіт,"szczek, szczekanie",štěk,štek,!lubje,"lavež, lajanje",лавеж,лаеж,лай,!,!Borke,geblaf,!arboŝelo,3490,!,
1078,27103,lěkarka,lěkaŕka,,f.,1,doctor,,,"врач, доктор (женщина)","лекарка, доктарка, урач",лікарка,lekarka,"lékařka, doktorka","lekárka, doktorka",zdravnica,"liječnica, doktorica",лекарка,лекарка,лекарка,!,Ärztin,"arts, dokter",!kuracisto,5439,!,
1083,5239,limon,limon,,m.,1,lemon,,I,лимон,"лімон, цытрына",лимон,cytryna,citron,citrón,!limona,"limun, citrona",лимун,лимон,лимон,!,Zitrone,citroen,!citrono,5259,!,
1084,34755,limuzina,limuzina,,f.,1,limousine,,F,лимузин,лімузін,лімузин,limuzyna,limuzína,limuzína,!limousine,limuzina,лимузина,лимузина,лимузина,!,Limousine,limousine,!Limuzinoj,3988,!,
1086,6329,link,link,,m.,1,link,,I,"ссылка, гиперссылка","спасылка, гіперспасылка",посилання,hiperłącze,"odkaz, link","odkaz, link",!Link,"link, veza","линк, веза",линк,линк,!,!Verknüpfung,link,!ligilo,5688,!,
1088,537,loď,loď,,f.,1,ship,,,"корабль, судно","карабель, судна","корабель, судно","statek, łódź",loď,loď,"!ladja, čoln","lađa, brod","лађа, брод","брод, кораб, лаѓа",кораб,!,Schiff,"boot, schip",!ŝipo,6778,!,
1090,366,lono,lono,,n.,1,lap,,,колени,калені,коліна,kolana (kogoś siedzącego),"klín, lůno, kolena","klin, lono, kolená",!kolena krilo,"krilo, skut","колена, крило, скут","колена, скут ( пр: Го седна на своето колено, го зема во скут)","лоно (ост., напр. лоно Авраамово), коляно (в смисъл на поколение)",!,Schoß,schoot,sino,4075,!,
1094,33537,mamut,mamut,,m.anim.,1,mammoth,,I,мамонт,мамант,мамонт,mamut,mamut,mamut,!mamut,mamut,мамут,мамут,"мамут, мастодонт",!,Mammut,mammoet,mamuto,3296,!,
1095,8997,marec,marėc,,m.,1,March,,I,март,сакавік,березень,marzec,březen,marec,!shark marec,ožujak,"март, дерикожа",март,март,!,März,maart,marto,6277,!,"Marėc, ili brězėnj, jest treťji měsęc goda."
1096,19504,marš,marš,,m.,1,march,,I,марш,марш,марш,marsz,pochod,pochod,!marec,marš,марш,марш,"марш, поход",!,Marsch,mars,!marŝu,7515,!,
1097,23594,masa,masa,,f.,1,mass,,I,масса,маса,маса,masa,"masa, hmotnost","masa, hmotnosť",!masa,masa,маса,маса (тежина),маса (тежест),!,Masse,massa,!maso,7404,!,
1098,2703,maslina,maslina,,f.,1,olive,v sh bm,,"маслина, олива","масліна, аліва","маслина, оливка",oliwka,oliva,oliva,!olivno,maslina,маслина,маслинка,маслина,!,!Olive,olijf,!olivan,3911,!,
1100,639,med,med,,m.sg.,1,honey,,,мёд,мёд,мед,miód,med,med,!medu,med,мед,мед,мед,!,Honig,honing,!mielo,7158,!,
1102,16004,medbrat,medbrat,,m.anim.,1,nurse,,,медбрат,медбрат,медбрат,pielęgniarz,bratr (zdravotní),brat (zdravotné),!zdravstveni tehnik,medicinski tehničar,медицински техничар,"медицински брат, медицински техничар",медицински брат,!,!Krankenschwester,"verpleegkundige, verpleger",!flegistino,5945,!,
1103,396,medsestra,medsestra,,f.,1,nurse,,,медсестра,медсястра,медсестра,pielęgniarka,sestra (zdravotní),sestra (zdravotná),!sestra,medicinska sestra,медицинска сестра,медицинска сестра,медицинска сестра,!,!Krankenschwester,"verpleegkundige, verpleegster, zuster",!flegistino,6624,!,
1105,22461,Meksiko,Meksiko,,n.sg.,1,Mexico,,,Мексика,Мексіка,Мексика,Meksyk,Mexiko,Mexiko,!Mexico,Meksiko,Мексико,Мексико,Мексико,!,!Mexiko,Mexico,!Meksiko,6667,!,
1106,23649,Merkurij,Merkurij,,m.sg.,1,Mercury,,,Меркурий,Меркурый,Меркурій,Merkury,Merkur,Merkúr,!Mercury,Merkur,Меркур,Меркур,Меркурий,!,!Quecksilber,Mercurius,!Merkuro,5514,!,
1108,27630,meta,męta,,f.,1,mint,,,мята,мята,м'ята,mięta,máta,mäta,"!meta, meta","menta, metvica, nana","метвица, нана",нане,мента,!,Minze,munt (plant),!mento,4496,!,
1109,23012,mikroskop,mikroskop,,m.,1,microscope,,I,микроскоп,мікраскоп,мікроскоп,mikroskop,mikroskop,mikroskop,!mikroskop,"mikroskop, sitnozor",микроскоп,микроскоп,микроскоп,!,Mikroskop,microscoop,!mikroskopo,4791,!,
1110,19859,model,model,,m.,2,model,,I,модель,мадэль,модель,model,model,model,!model,"model, uzorak",модел,модел,модел,!,!Modell-,model,!modelo,7880,!,
1113,35051,mramor,mramor,,m.sg.,1,marble,v z j,I,мрамор,мармур,мармур,marmur,mramor,mramor,"!marmor, marmor",mramor,"мермер, мрамор",мермер,мрамор,!,!Marmor,marmer,!marmora,4949,!,
1114,9269,mrazina,mråzina,,f.,1,ice cream,,,мороженое,марозіва,морозиво,lody,zmrzlina,zmrzlina,!sladoled,sladoled,сладолед,сладолед,сладолед,!,!Eiscreme,"ijs, ijsco",!glaciaĵo,6451,!,
1116,23595,mša,mša,,f.,1,mass,,I,"месса, литургия, обедня","імша, меса, літургія, абедня","меса, літургія",msza,mše,omša,"!Mass, čaščenje","misa, maša","литургија, богослужење, миса","миса, богослужба",маса,!,Messe,mis,!maso,5460,!,
1117,2760,muha,muha,,f.,1,fly,,,муха,муха,муха,muha,moucha,mucha,"!muhe, muhe",muha,"мува, муха",мува,муха,!,!fliegen,vlieg,!flugi,5390,!,
1128,14820,odděl,odděl,,m.,2,force,,,"отделение (воинское), подразделение, отряд","аддзяленне (воінскае), аддзел, падраздзяленне, падрадзел, падзел, атрад, ","відділення (військове), рій (військовий), підрозділ, загін","oddział (wojsk.), jednostka (wojsk.)",oddíl (skupina),oddiel (skupina),!Nenavezanost (vojaško),"odred, odjeljenje",одред (војска),"одред, армиски оддел, армиско одделение",!силата на,!,!Macht,bataljon,!forto,5589,!,
1131,3613,ograda,ogråda,,f.,1,fence,v z j,,"ограда, ограждение, изгородь, забор","агароджа, гарожа, заплот, паркан, загароджванне, засцярога, загарадка, загарадзь, плот, ","огорожа, загородження, загорода",ogrodzenie,"ohrada, plot","ohrada, plot","!ograje, ograja, ograje","ograda, plot","ограда, плот, тараба",ограда,!ограда,!,!Zaun,omheining,!barilo,4465,!,
1133,1497,olej,olej,,m.,1,oil,,,масло,алей,олія,olej,olej,olej,!olje,ulje,уље,масло,!масло,!,Öl,olie,!oleo,7533,!,
1134,35006,olivka,olivka,,f.,1,olive,v z sl,,"оливка, маслина","аліва, масліна","оливка, маслина",oliwka,oliva,oliva,!olivno,"maslina, oliva",маслина,маслинка,!зехтин,!,!Olive,olijf,!olivan,3845,!,
1136,3,opera,opera,,f.,1,opera,,I,опера,опера,опера,opera,opera,opera,!Opera,opera,опера,опера,opera,!,Oper,opera,opero,6818,!,
1137,1086,orěh,orěh,,m.,1,nut,,,орех,"арэх, гарэх, лузан, лузанец",горіх,orzech,ořech,orech,!oreh,orah,орах,орев,!гайка,!,!Nuss,noot,!nukso,5282,!,
1141,16040,palma,palma,,f.,1,palm,,I,пальма,пальма,пальма,palma,palma,palma,!palma,palma,палма,палма,!дланта,!,!Palme,palm,!palmo,6062,!,
1143,4066,parašut,parašut,,m.,1,parachute,,F,парашют,парашут,парашут,spadochron,padák,"padák, parašut",!padalo,padobran,падобран,падобран,!парашут,!,!Fallschirm,parachute,!paraŝuto,5090,!,
1147,16305,pilot,pilot,,m.anim.,1,pilot,,I,пилот,пілот,пілот,pilot,pilot,pilot,!pilot,pilot,пилот,пилот,!пилот,!,!Pilot,piloot,!piloto,7071,!,
1149,10555,piramida,piramida,,f.,1,pyramid,,I,пирамида,піраміда,піраміда,piramida,pyramida,pyramída,!piramida,piramida,пирамида,пирамида,!пирамида,!,Pyramide,piramide,!piramido,5826,!,
1151,18212,plastik,plastik,,m.sg.,1,plastic,,I,пластик,пластык,пластик,plastik,"plast, umělá hmota","plast, umelá hmota",plastika,plastika,пластика,пластика,!пластмаса,!,!Kunststoff,plastic,!plasto,5909,!,
1152,5196,plaž,plaž,,f.,1,beach,,F,пляж,пляж,пляж,plaża,pláž,pláž,!plaža,plaža,плажа,плажа,!плаж,!,Strand,strand,plaĝo,7185,!,
1154,5223,plot,plot,,m.,1,fence,,,"забор, ограда, изгородь","плот, паркан, забор, тын, штыкетнік, штыкет, агароджа, шчыкетнік, загарода, загарадзь, загарада ","пліт, огорожа, загорожа",płot,"plot, ohrada, oplocení ","plot, ohrada, oplotenie","!ograje, ograje, ograja","ograda, plot","плот, тараба, ограда","плот, ограда",!ограда,!,!Zaun,hek,!barilo,4291,!,
1155,36826,podkova,podkova,,f.,1,horseshoe,v z j,,подкова,падкова,підкова,podkowa,podkova,podkova,!podkev,potkova,потковица,потковица,подкова,!,!Hufeisen,hoefijzer,"hufofero, ferumaĵo, subforĝaĵo",3258,!,
1156,18285,pohod,pohod,,m.,1,march,,,"поход, марш","паход, марш","похід, марш","marsz, pochód","pochod, marš, tažení","pochod, marš, ťaženie","!marec, marec, parada","marš, marširanje, stupanje","поход, марш, поворка","поход, марш",!март,!,!März,mars,!marŝu,5245,!,
1158,18298,pokryťje,pokryťje,,n.,1,cover,,,"покрытие, покров","пакрыццё, крыццё, покрыва, полаг",покриття,"pokrycie, okrycie","kryt, pokrytí","kryt, pokrytie",!odeja,pokrivač,покривач,"покривач, маска, покров",!на кутията,!,!Startseite,bedekking,!kovrilo,5709,!,
1160,1869,Poljak,Poljak,,m.anim.,1,Pole,,,поляк,паляк,поляк,Polak,Polák,Polák,Poljak,Poljak,Пољак,Полјак,!Полюс,!,!Pole,Pool,!Poluso,5928,!,
1166,4173,požar,požar,,m.,1,fire,,,пожар,пажар,пожежа,pożar,požár,požiar,!požar,požar,пожар,пожар,!огън,!,!Feuer,brand,!fajro,7220,!,
1167,11303,prěključ,prěključ,,m.,1,switch,,,"переключатель, выключатель","перамыкач, пераключальнік, выключальнік, адключальнік, вымыкач","перемикач, вимикач","przełącznik, wyłącznik","přepínač, spínač, vypínač","prepínač, spínač, vypínač",!Stikalo za vklop,"prekidač, sklopka, šalter",прекидач,прекинувач,!ключ,!,!Schalter,schakelaar,!ŝalti,4866,!,
1168,2407,prěměna,prěměna,,f.,1,change,,,перемена,"змена, перамена, пераменка, перапынак","переміна, зміна",przemiana,přeměna,premena,"!spremembe, spremembe","promjena, izmjena, mijena","промена, измена",промена,!промяна,!,!Veränderung,"verandering, omzetting",!ŝanĝo,5851,!,
1169,1726,presa,presa,,f.,1,press,,I,пресса,"прэса, друк",преса,prasa,"tisk, média","tlač, médiá","!tiskanje, tiskanje","tisak, štampa","штампа, тисак",преса,!съобщение,!,!Drücken Sie,pers (media),!gazetaro,6520,!,
1171,5531,prostor,prostor,,m.,1,space,,,"пространство, место, простор","прастора, месціва, пространь, абшар, разлога, месца, мясціна, мейсца (дыял.), абшарышча, прастор, абсяг","простір, місце",przestrzeń,prostor,priestor,prostor,prostor,"простор, пространство",простор,!пространство,!,!Platz,ruimte,!spaco,7324,!,
1172,11610,prostranstvo,prostrånstvo,,n.,1,space,,,пространство,"прастора, месціва, пространь, абшар, разлога",простір,przestrzeń,prostor,priestor,"!Prostor, prostor",prostranstvo,"пространство, простор",пространство,пространство,!,!Platz,ruimte,!spaco,7114,!,
1174,3833,pružina,prųžina,,f.,1,spring,,,пружина,спружына,пружина,sprężyna,pružina,pružina,"!vzmet, vzmet","opruga, feder","опруга, федер",пружина,!пролет,!,!Frühling,"veer, springveer",!printempa,4349,!,
1175,2095,punkt,punkt,,m.,1,point,,I,"пункт, точка","пункт, кропка, бубка","пункт, точка",punkt,"bod, punkt","bod, punkt",!točka,"točka, punkt",тачка,точка,!точка,!,!Punkt,punt,!punkto,6521,!,
1176,1331,raund,raund,,m.,1,round,,E,раунд,раўнд,раунд,runda,"runda, kolo",runda,"!krog, krog",runda,"рунда, круг",рунда,!кръг,!,!runden,ronde,!rondaj,6040,!,
1179,2860,revolucija,revolucija,,f.,1,revolution,,I,революция,рэвалюцыя,революція,rewolucja,revoluce,revolúcia,!revolucija,revolucija,револуција,револуција,!революция,!,!Revolution,revolutie,!revolucio,7051,!,
1180,23525,Rim,Rim,,m.sg.,1,Rome,,,Рим,Рым,Рим,Rzym,Řím,Rím,!Rim,Rim,Рим,Рим,!Рим,!,!Rom,Rome,!Romo,7260,!,
1183,23601,roman,roman,,m.,1,novel,,,"роман, повесть","раман, аповесць","роман, повість",powieść,román,román,!roman,roman,роман,роман,!Роман,!,!Roman,"roman, novelle",!romano,7158,!,
1185,22633,rtuť,rtųť,,f.sg.,1,mercury,,,ртуть,"іртуць, ртуць, жывое срэбра",ртуть,rtęć,rtuť,ortuť,!živega srebra,živa,жива,жива (хем. елемент),!живак,!,Quecksilber,kwik,!hidrargo,5874,!,
1186,36777,rudnik,rudnik,,m.,1,mine,v j,,"рудник, шахта, прииск","руднік, рудня, шахта, капальня, прыіск","рудник, шахта, копальня",kopalnia,"důl, šachta",baňa,rudnik,rudnik,рудник,рудник,"мина, рудник",!,!Bergwerk,mijn,!la mia,5902,!,
1187,33404,ruletka,ruletka,,f.,1,roulette,,F,рулетка,рулетка,рулетка,ruletka,ruleta,ruleta,!ruleta,rulet,рулет,рулет,!рулетка,!,!Roulette,roulette,!ruleto,5036,!,
1190,16094,satelit,satelit,,m.,1,satellite,,I,"спутник, сателлит","спадарожнік, сатэліт","супутник, сателіт",satelita,satelit,satelit,!satelit,satelit,сателит,сателит,!сателитна,!,!Satellit,satelliet,satelito,5734,!,
1191,23629,Saturn,Saturn,,m.sg.,1,Saturn,,I,Сатурн,Сатурн,Сатурн,Saturn,Saturn,Saturn,!Saturn,Saturn,Сатурн,Сатурн,!Сатурн,!,!Saturn,Saturnus,!Saturno,5907,!,
1192,35591,server,server,,m.,1,server,v z j,E,сервер,"сервер, сэрвер",сервер,serwer,server,server,!strežnik,"server, poslužitelj",сервер,сервер,!сървър,!,!Server,server,!servilo,5894,!,
1194,729,skala,skala,,f.,1,rock,,,"скала, утёс","скала, уцёс","скеля, круча, скала",skała,skála,skala,"!skale, greben, rock, pečine","stijena, greben, hrid","стена, гребен, хрид, литица",карпа,!рок,!,"!Fels, Felsen",rots,!roko,4998,!,
1196,20732,skorpion,skorpion,,m.anim.,1,scorpion,,I,скорпион,скарпіён,скорпіон,skorpion,"štír, škorpion","škorpión, šťúr",!skorpija,"škorpion, škorpija, štipavac",скорпија,"скорпија, чкрапја",скорпион,!,Skorpion,schorpioen,!skorpio,3275,!,
1197,18822,skrinja,skrinja,,f.,1,chest,ub pl sk yu,,"сундук, ящик, ларь, скрыня","скрыня, куфар","скриня, ящик","skrzynia, kufer","truhla, bedna, skříňka, skříň ","truhla, debna, skrinka, skriňa",skrinja,"škrinja, sanduk","шкриња, ковчег, сандук","сандак, гради","кутия, сандък",!,Truhe,kist,kesto,4086,!,
1198,12286,sladoled,slådoled,,m.sg.,1,ice cream,,,мороженое,"марозіва, марожанае, лёдзіва, лёды",морозиво,lody,zmrzlina,zmrzlina,sladoled,sladoled,сладолед,сладолед,!сладолед,!,!Eiscreme,"ijsco, ijsje",!glaciaĵo,6451,!,
1199,3886,slama,slåma,,f.,1,straw,,,солома,салома,солома,słoma,sláma,slama,!slama,slama,слама,слама,!слама,!,Stroh,stro,!pajlo,5422,!,
1203,12547,sputnik,spųtnik,,m.,2,satellite,ru uk bg,,спутник,спадарожнік,супутник,satelita,satelit,satelit,!satelit,satelit,сателит,сателит,!сателитна,!,Satellit,satelliet,!satelito,6365,!,
1205,36964,stadion,stadion,,m.,1,stadium,v z j,I,стадион,стадыён,стадіон,stadion,stadion,štadión (moderný),stadion,stadion,стадион,стадион,стадион,!,!Stadion,stadion,!stadiono,6966,!,
1206,1406,stěna,stěna,,f.,1,wall,,,стена,"сцяна, мур","стіна, мур",ściana,"stěna, zeď","stena, múr",!zid,"zid, stijena",зид,ѕид,!стени,!,Wand,wand,!muro,6838,!,
1207,1414,stol,stol,,m.,1,table,v z sh,,стол,стол ,стіл,stół,stůl,stôl,"!miza, miza",stol,"сто, астал",маса,!таблица,"трапеза, трапезьница",!Tabelle,tafel,tablo,7319,!,
1211,1097,struna,struna,,f.,1,string,,,струна,струна ,струна,struna,struna,struna,"!niz, žica (inštrument)",struna,"струна, жица (инструмент)","струна, жица (на инструмент)",!ред,!,!Schnur,snaar,!ĉeno,5424,!,
1215,22557,svorenj,#svorėnj,,m.,1,bolt,ru pl,,"штырь, затвор, задвижка","шворан, болт, засаўка, завала (на дзвярах)","!штир, затвор, засувка",sworzeń,čep (otočný spoj),čap (otočný spoj),"!vijak, vijak, vijak","vijak, šaraf, šraf, zavrtanj","завртањ, шраф, шараф",болцна,!болт,!,!Bolzen,bout,!riglilo,3189,!,
1216,30833,svrdlo,svŕdlo,,n.,1,drill,,,сверло,"свердзел, тэбель",!свердло,wiertło,vrták,vrták,"!vaja, vaja","svrdlo, borer","сврдло, бургија",сврдел,!тренировка,!,!bohren,boor,!borilo,4245,!,
1220,15593,škoľnik,škoľnik,,m.anim.,2,pupil,ru be bm,I,"школьник, ученик","школьнік, вучань ","школяр, учень",uczeń,žák,žiak,!študent,učenik,ученик,"ученик, школник",ученик,!,!Schüler,leerling,!lernanto,6112,!,
1221,3269,špion,špion,,m.anim.,1,spy,v cs j,I,шпион,"шпіён, шпігун (дыял.), шпег ",шпигун,szpieg,špion,špión,"!vohun, inteligenca","špijun, obavještajac, tajni agent","шпијун, обавештајац",шпион,!шпионин,!,Spion,spion,!spiono,5181,!,
1222,1586,štat,štat,,m.,1,state,,D,штат (адм.-тер. единица),штат (адм.-тэр. адзінка) ,штат (адм.-тер. одиниця),stan (np. Oklahoma),"stát, země","štát, krajina",!država,"država, savezna država, savezna pokrajina",држава,држава,!държава,!,"Land, Staat (USA usw.)",staat (in de VS),!ŝtato,6878,!,
1223,3672,šunka,šunka,,f.,1,ham,v z j,,"ветчина, окорок, шинка (рег.)","шынка, кумпяк, вяндліна","шинка, окіст",szynka,šunka,šunka,!šunka,šunka,шунка,шунка,шунка,!,!Schinken,ham,!ŝinko,3671,!,
1225,23531,tanec,#tanėc,,m.,1,dance,v z sh bm,D,танец,танец,танець,taniec,tanec,tanec,ples,ples,"плес, игра",танец,танц,!,Tanz,dans,!danci,7466,!,
1226,15074,tele,telę,,n.,1,calf,,,телёнок,"цяля, цялё, цялючок, цялятка ",теля,"cielę, cielak",tele,teľa,!tele,tele,теле,теле,теле,!,Kalb,kalf,!bovido,4984,!,
1227,21596,teleskop,teleskop,,m.,1,telescope,,I,телескоп,тэлескоп ,телескоп,teleskop,"dalekohled, teleskop","ďalekohľad, teleskop",!teleskop,teleskop,телескоп,телескоп,телескоп,!,!Fernrohr,telescoop,!teleskopon,5696,!,
1228,3100,teletko,telętko,,n.,1,calf,,,телёнок,"цялятка, цяля, цялё, цялючок  ",телятко,cielątko,"tele, telátko","teľa, teliatko",!telence tele,"tele, telence, telić","теле, теленце",теле,теленце,!,Kalb,kalfje,!bovido,2380,!,
1229,12992,tipka,tipka,,f.,2,key,yu mk,I,клавиша,клавіша ,клавіша,"przycisk, klawisz",klávesa,kláves,"!Race, tipka, tipka","tipka, dirka, taster","дирка, типка, тастер","копче, клуч",!ключ,!,!Schlüssel,"toets (toetsenbord, typmachine)",!ŝlosilo,4584,!,
1232,4411,trikutnik,trikųtnik,,m.,2,triangle,ub pl sl hr,,треугольник,"трохкутнік, трыкутнік, трохвугольнік ",трикутник,trójkąt,trojúhelník,trojuholník,!trikotnik,trokut,троугао,триаголник,!триъгълник,!,Dreieck,driehoek,!triangulo,6059,!,
1233,15605,trivugoľnik,trivųgȯľnik,,m.,1,triangle,ru be cs sr bm,,треугольник,"трохкутнік, трыкутнік, трохвугольнік ",трикутник,trójkąt,trojúhelník,trojuholník,!trikotnik,trokut,троугао,триаголник,!триъгълник,!,Dreieck,driehoek,triangulo,6059,!,
1235,3095,Turcija,Turcija,,f.sg.,1,Turkey,,,Турция,"Турцыя, Турэччына ",Туреччина,Turcja,Turecko,Turecko,!puran,Turska,Турска,Турција,!Турция,!,!Truthahn,Turkije,Turkio,6650,!,
1236,30927,tykva,tykva,,f.,1,pumpkin,ru cs sh bm,,тыква,гарбуз ,гарбуз,dynia,"dýně, tykev",tekvica,!buče,"tikva, bundeva, buča",бундева,тиква,!тиква,!,!Kürbis,pompoen,!kukurbo,5155,!,
1238,36678,učiteljka,učiteljka,,f.,1,teacher,v z j,,учительница,настаўніца,"учителька, вчителька",nauczycielka,učitelka,učiteľka,"!učitelj, učitelj","učiteljica, nastavnica","учитељица, наставница",учителка,учителка,!,!Lehrer,"lerares, onderwijzeres, docente",instruistino,6371,!,
1240,1530,usta,usta,,n.pl.,1,mouth,,,"рот, уста (устар.)","рот, вусны","рот, уста",usta,"ústa, pusa",ústa,usta,usta,уста,уста,уста,!,Mund,mond,!buŝo,6606,!,
1241,13409,utes,utes,,m.,2,cliff,ru be cs,,"утёс, скала","уцёс, скала ","!круча, скеля","klif, urwisko",útes,útes,"!klifi, strma stena","litica, klif","литица, стрма стена",карпа,!скали,!,!Cliff,klif,!krutaĵo,4018,!,
1242,30983,vakuum,vakuum,,m.,1,vacuum,,I,вакуум,вакуум ,"вакуум, порожня, порожнеча",próżnia,vakuum,vákuum,"!Vrzel, hiranje, vakuum, vakuum (nad.)","vakuum, zrakoprazni prostor","празнина, пустош, вакуум, вакум (непр.)",вакуум,!вакуум,!,!Vakuum,"vacuüm, luchtledige",!vakuo,4532,!,
1243,13489,vala,vala,,f.,1,wave,ub pl yu,,"вал, волна (морская)","вал, хваля (марская)","вал, хвиля (морська)",fala,vlna (voda),vlna (voda),"!val, val",val,"талас, вал",бран,!вълна,!,Welle,golf,ondo,6672,!,
1244,13539,velikan,velikan,,m.anim.,1,giant,,,"великан, гигант","волат, гігант ","велетень, гігант","gigant, olbrzym","velikán, obr","velikán, obor",!velikan,velikan,великан,великан,великан,!,!Riese,reus,!gigantaj,4129,!,
1248,13599,větrak,větrak,,m.,3,fan,cs,,вентилятор,вентылятар ,вентилятор,wiatrak,větrák,vetrák,!ventilator,ventilator,вентилатор,вентилатор,вентилатор,!,!Ventilator,"windmolen, ventilator",!ventumilo,5168,!,
1251,13668,vladar,vladaŕ,,m.anim.,2,ruler,cz sh,,"правитель, властитель","уладар, валадар, уладнік, уладца, кіраўнік, правіцель (зап.) ","!правитель, володар",władca,"vládce, vladař","vládca, vladár",!vladar,"vladar, vladalac, vladatelj",владар,"владар, владетел",управляващ,!,!Herrscher,"heerser, bewindhebber",!reganto,4719,!,
